date,product,region,quantity,price,revenue,cost,profit
2024-09-01,Alpha Shirt,South,36,200.95,7234.2,3854.41,3379.79
2024-09-01,Alpha Shirt,East,18,170.66,3071.88,1943.5,1128.38
2024-09-01,Alpha Shirt,West,28,190.25,5327.0,3122.0,2205.0
2024-09-01,Beta Jeans,North,20,145.7,2914.0,1716.36,1197.64
2024-09-01,Beta Jeans,South,16,155.18,2482.88,1447.75,1035.13
2024-09-01,Beta Jeans,East,19,147.08,2794.52,1562.98,1231.54
2024-09-01,Beta Jeans,West,21,157.96,3317.16,1934.03,1383.13
2024-09-01,Gamma Jacket,North,29,182.61,5295.69,3254.44,2041.25
2024-09-01,Gamma Jacket,South,13,183.47,2385.11,1564.49,820.62
2024-09-01,Gamma Jacket,East,29,181.63,5267.27,3067.16,2200.11
2024-09-01,Gamma Jacket,West,27,185.22,5000.94,3262.91,1738.03
2024-09-01,Delta Shoes,North,28,218.83,6127.24,3413.97,2713.27
2024-09-01,Delta Shoes,South,28,213.3,5972.4,3416.2,2556.2
2024-09-01,Delta Shoes,East,31,229.88,7126.28,3957.65,3168.63
2024-09-01,Delta Shoes,West,20,204.08,4081.6,2463.88,1617.72
2024-09-01,Epsilon Hat,North,9,86.21,775.89,490.43,285.46
2024-09-01,Epsilon Hat,South,9,80.98,728.82,461.99,266.83
2024-09-01,Epsilon Hat,East,12,78.18,938.16,612.21,325.95
2024-09-01,Epsilon Hat,West,9,74.02,666.18,378.49,287.69
2024-09-02,Alpha Shirt,North,26,206.66,5373.16,3339.38,2033.78
2024-09-02,Alpha Shirt,South,30,215.84,6475.2,3755.87,2719.33
2024-09-02,Alpha Shirt,East,19,211.82,4024.58,2431.63,1592.95
2024-09-02,Alpha Shirt,West,31,187.93,5825.83,3235.97,2589.86
2024-09-02,Beta Jeans,North,16,137.68,2202.88,1354.15,848.73
2024-09-02,Beta Jeans,South,16,154.87,2477.92,1454.83,1023.09
2024-09-02,Beta Jeans,East,21,148.52,3118.92,1974.09,1144.83
2024-09-02,Beta Jeans,West,20,150.51,3010.2,1814.03,1196.17
2024-09-02,Gamma Jacket,North,23,181.55,4175.65,2361.35,1814.3
2024-09-02,Gamma Jacket,South,20,177.34,3546.8,2150.78,1396.02
2024-09-02,Gamma Jacket,East,30,186.08,5582.4,3440.36,2142.04
2024-09-02,Gamma Jacket,West,20,174.06,3481.2,2078.99,1402.21
2024-09-02,Delta Shoes,North,33,225.59,7444.47,4360.55,3083.92
2024-09-02,Delta Shoes,South,22,213.32,4693.04,2941.68,1751.36
2024-09-02,Delta Shoes,East,29,242.81,7041.49,4235.46,2806.03
2024-09-02,Delta Shoes,West,35,211.66,7408.1,4571.01,2837.09
2024-09-02,Epsilon Hat,North,9,74.24,668.16,415.93,252.23
2024-09-02,Epsilon Hat,South,21,78.92,1657.32,975.17,682.15
2024-09-02,Epsilon Hat,East,13,78.69,1022.97,579.2,443.77
2024-09-02,Epsilon Hat,West,7,85.23,596.61,360.35,236.26
2024-09-03,Alpha Shirt,North,36,227.9,8204.4,4663.59,3540.81
2024-09-03,Alpha Shirt,South,26,181.73,4724.98,2786.98,1938.0
2024-09-03,Alpha Shirt,East,29,184.34,5345.86,3056.24,2289.62
2024-09-03,Alpha Shirt,West,33,208.11,6867.63,4424.49,2443.14
2024-09-03,Beta Jeans,North,11,155.46,1710.06,1019.89,690.17
2024-09-03,Beta Jeans,South,20,152.06,3041.2,1779.63,1261.57
2024-09-03,Beta Jeans,East,16,157.76,2524.16,1438.08,1086.08
2024-09-03,Beta Jeans,West,18,143.83,2588.94,1478.93,1110.01
2024-09-03,Gamma Jacket,North,18,176.0,3168.0,1836.16,1331.84
2024-09-03,Gamma Jacket,South,24,178.03,4272.72,2568.75,1703.97
2024-09-03,Gamma Jacket,East,23,177.0,4071.0,2555.28,1515.72
2024-09-03,Gamma Jacket,West,16,186.03,2976.48,1716.24,1260.24
2024-09-03,Delta Shoes,North,29,237.26,6880.54,4115.96,2764.58
2024-09-03,Delta Shoes,South,25,234.1,5852.5,3632.52,2219.98
2024-09-03,Delta Shoes,East,33,206.06,6799.98,3978.53,2821.45
2024-09-03,Delta Shoes,West,32,233.73,7479.36,4386.88,3092.48
2024-09-03,Epsilon Hat,North,9,80.37,723.33,434.63,288.7
2024-09-03,Epsilon Hat,South,6,86.51,519.06,301.78,217.28
2024-09-03,Epsilon Hat,East,16,76.67,1226.72,778.26,448.46
2024-09-03,Epsilon Hat,West,15,76.5,1147.5,705.92,441.58
2024-09-04,Alpha Shirt,North,38,207.35,7879.3,4463.71,3415.59
2024-09-04,Alpha Shirt,South,20,194.72,3894.4,2523.7,1370.7
2024-09-04,Alpha Shirt,East,29,214.83,6230.07,3949.41,2280.66
2024-09-04,Alpha Shirt,West,28,217.05,6077.4,3745.74,2331.66
2024-09-04,Beta Jeans,North,23,146.7,3374.1,2110.11,1263.99
2024-09-04,Beta Jeans,South,17,143.57,2440.69,1424.07,1016.62
2024-09-04,Beta Jeans,East,19,141.72,2692.68,1531.71,1160.97
2024-09-04,Beta Jeans,West,16,139.51,2232.16,1379.85,852.31
2024-09-04,Gamma Jacket,North,32,159.32,5098.24,3222.97,1875.27
2024-09-04,Gamma Jacket,South,36,193.69,6972.84,4260.65,2712.19
2024-09-04,Gamma Jacket,East,18,199.0,3582.0,1947.2,1634.8
2024-09-04,Gamma Jacket,West,20,182.83,3656.6,2202.35,1454.25
2024-09-04,Delta Shoes,North,30,216.05,6481.5,3459.92,3021.58
2024-09-04,Delta Shoes,South,33,214.73,7086.09,4419.25,2666.84
2024-09-04,Delta Shoes,East,26,224.33,5832.58,3661.29,2171.29
2024-09-04,Delta Shoes,West,19,219.55,4171.45,2246.78,1924.67
2024-09-04,Epsilon Hat,North,8,76.63,613.04,341.66,271.38
2024-09-04,Epsilon Hat,South,7,84.95,594.65,323.84,270.81
2024-09-04,Epsilon Hat,East,12,81.96,983.52,653.66,329.86
2024-09-04,Epsilon Hat,West,5,72.13,360.65,208.19,152.46
2024-09-05,Alpha Shirt,North,25,204.42,5110.5,2922.22,2188.28
2024-09-05,Alpha Shirt,South,31,186.06,5767.86,3319.6,2448.26
2024-09-05,Alpha Shirt,East,25,197.02,4925.5,2917.67,2007.83
2024-09-05,Alpha Shirt,West,29,201.08,5831.32,2940.78,2890.54
2024-09-05,Beta Jeans,North,16,158.69,2539.04,1453.27,1085.77
2024-09-05,Beta Jeans,South,20,158.51,3170.2,2116.66,1053.54
2024-09-05,Beta Jeans,East,17,151.4,2573.8,1617.95,955.85
2024-09-05,Beta Jeans,West,20,159.13,3182.6,2016.31,1166.29
2024-09-05,Gamma Jacket,North,26,171.58,4461.08,2482.6,1978.48
2024-09-05,Gamma Jacket,South,22,181.72,3997.84,2354.29,1643.55
2024-09-05,Gamma Jacket,East,18,190.27,3424.86,2032.08,1392.78
2024-09-05,Gamma Jacket,West,24,170.55,4093.2,2522.54,1570.66
2024-09-05,Delta Shoes,North,33,209.38,6909.54,3967.45,2942.09
2024-09-05,Delta Shoes,South,27,224.46,6060.42,3587.21,2473.21
2024-09-05,Delta Shoes,East,41,225.02,9225.82,5567.63,3658.19
2024-09-05,Delta Shoes,West,28,214.32,6000.96,3606.09,2394.87
2024-09-05,Epsilon Hat,North,8,80.28,642.24,394.54,247.7
2024-09-05,Epsilon Hat,South,7,75.18,526.26,315.21,211.05
2024-09-05,Epsilon Hat,East,9,76.81,691.29,387.8,303.49
2024-09-05,Epsilon Hat,West,8,85.68,685.44,455.67,229.77
2024-09-06,Alpha Shirt,North,18,192.59,3466.62,2016.14,1450.48
2024-09-06,Alpha Shirt,South,29,195.08,5657.32,3319.76,2337.56
2024-09-06,Alpha Shirt,East,19,209.11,3973.09,2402.38,1570.71
2024-09-06,Alpha Shirt,West,26,196.22,5101.72,3444.2,1657.52
2024-09-06,Beta Jeans,North,26,153.26,3984.76,2372.85,1611.91
2024-09-06,Beta Jeans,South,19,130.45,2478.55,1649.9,828.65
2024-09-06,Beta Jeans,East,20,145.92,2918.4,1698.6,1219.8
2024-09-06,Beta Jeans,West,18,144.62,2603.16,1602.06,1001.1
2024-09-06,Gamma Jacket,North,24,200.88,4821.12,2934.15,1886.97
2024-09-06,Gamma Jacket,South,24,188.62,4526.88,2893.25,1633.63
2024-09-06,Gamma Jacket,East,32,187.65,6004.8,3711.37,2293.43
2024-09-06,Gamma Jacket,West,16,188.59,3017.44,1761.96,1255.48
2024-09-06,Delta Shoes,North,28,228.83,6407.24,3598.78,2808.46
2024-09-06,Delta Shoes,South,22,204.96,4509.12,2627.77,1881.35
2024-09-06,Delta Shoes,East,24,233.12,5594.88,3200.59,2394.29
2024-09-06,Delta Shoes,West,24,232.42,5578.08,3477.94,2100.14
2024-09-06,Epsilon Hat,North,10,85.32,853.2,469.43,383.77
2024-09-06,Epsilon Hat,South,6,83.34,500.04,298.89,201.15
2024-09-06,Epsilon Hat,East,8,79.95,639.6,378.77,260.83
2024-09-06,Epsilon Hat,West,9,79.18,712.62,399.29,313.33
2024-09-07,Alpha Shirt,North,25,211.37,5284.25,2979.21,2305.04
2024-09-07,Alpha Shirt,South,31,203.26,6301.06,3556.99,2744.07
2024-09-07,Alpha Shirt,East,22,208.28,4582.16,2614.63,1967.53
2024-09-07,Alpha Shirt,West,26,203.44,5289.44,3160.8,2128.64
2024-09-07,Beta Jeans,North,19,160.97,3058.43,1767.52,1290.91
2024-09-07,Beta Jeans,South,22,159.25,3503.5,2114.81,1388.69
2024-09-07,Beta Jeans,East,21,174.52,3664.92,2375.88,1289.04
2024-09-07,Beta Jeans,West,17,150.39,2556.63,1617.07,939.56
2024-09-07,Gamma Jacket,North,26,172.98,4497.48,2728.84,1768.64
2024-09-07,Gamma Jacket,South,32,187.2,5990.4,3807.85,2182.55
2024-09-07,Gamma Jacket,East,28,178.88,5008.64,3194.18,1814.46
2024-09-07,Gamma Jacket,West,28,193.5,5418.0,3253.78,2164.22
2024-09-07,Delta Shoes,North,30,230.9,6927.0,3843.44,3083.56
2024-09-07,Delta Shoes,South,34,191.53,6512.02,3705.18,2806.84
2024-09-07,Delta Shoes,East,27,216.46,5844.42,3453.54,2390.88
2024-09-07,Delta Shoes,West,30,213.31,6399.3,3474.24,2925.06
2024-09-07,Epsilon Hat,North,8,75.15,601.2,372.95,228.25
2024-09-07,Epsilon Hat,South,12,77.47,929.64,544.87,384.77
2024-09-07,Epsilon Hat,East,8,93.89,751.12,432.01,319.11
2024-09-07,Epsilon Hat,West,12,81.07,972.84,584.21,388.63
2024-09-08,Alpha Shirt,North,21,197.03,4137.63,2623.66,1513.97
2024-09-08,Alpha Shirt,South,32,199.46,6382.72,3790.35,2592.37
2024-09-08,Alpha Shirt,East,27,200.15,5404.05,3242.23,2161.82
2024-09-08,Alpha Shirt,West,26,205.27,5337.02,3211.78,2125.24
2024-09-08,Beta Jeans,North,23,139.38,3205.74,1829.51,1376.23
2024-09-08,Beta Jeans,South,21,149.88,3147.48,1712.6,1434.88
2024-09-08,Beta Jeans,East,20,146.32,2926.4,1793.88,1132.52
2024-09-08,Beta Jeans,West,15,158.19,2372.85,1428.63,944.22
2024-09-08,Gamma Jacket,North,17,172.76,2936.92,1721.2,1215.72
2024-09-08,Gamma Jacket,South,29,176.59,5121.11,3021.57,2099.54
2024-09-08,Gamma Jacket,East,22,195.28,4296.16,2528.83,1767.33
2024-09-08,Gamma Jacket,West,16,184.71,2955.36,1602.49,1352.87
2024-09-08,Delta Shoes,North,25,217.53,5438.25,3276.67,2161.58
2024-09-08,Delta Shoes,South,36,235.3,8470.8,5242.62,3228.18
2024-09-08,Delta Shoes,East,19,221.86,4215.34,2486.72,1728.62
2024-09-08,Delta Shoes,West,22,196.82,4330.04,2432.36,1897.68
2024-09-08,Epsilon Hat,North,9,77.9,701.1,442.14,258.96
2024-09-08,Epsilon Hat,South,10,75.61,756.1,460.32,295.78
2024-09-08,Epsilon Hat,East,13,86.03,1118.39,689.62,428.77
2024-09-08,Epsilon Hat,West,11,71.49,786.39,523.75,262.64
2024-09-09,Alpha Shirt,North,25,192.93,4823.25,2798.7,2024.55
2024-09-09,Alpha Shirt,South,31,175.33,5435.23,3588.84,1846.39
2024-09-09,Alpha Shirt,East,32,187.7,6006.4,3734.23,2272.17
2024-09-09,Alpha Shirt,West,32,193.08,6178.56,3636.21,2542.35
2024-09-09,Beta Jeans,North,21,160.07,3361.47,2045.35,1316.12
2024-09-09,Beta Jeans,South,31,129.9,4026.9,2580.04,1446.86
2024-09-09,Beta Jeans,East,18,137.23,2470.14,1404.0,1066.14
2024-09-09,Beta Jeans,West,13,143.33,1863.29,1169.06,694.23
2024-09-09,Gamma Jacket,North,26,165.28,4297.28,2699.94,1597.34
2024-09-09,Gamma Jacket,South,26,182.34,4740.84,3017.51,1723.33
2024-09-09,Gamma Jacket,East,28,188.38,5274.64,3112.4,2162.24
2024-09-09,Gamma Jacket,West,17,187.36,3185.12,1933.66,1251.46
2024-09-09,Delta Shoes,North,21,236.04,4956.84,2752.7,2204.14
2024-09-09,Delta Shoes,South,33,216.51,7144.83,3976.13,3168.7
2024-09-09,Delta Shoes,East,34,239.49,8142.66,5046.11,3096.55
2024-09-09,Delta Shoes,West,33,225.51,7441.83,4536.95,2904.88
2024-09-09,Epsilon Hat,North,12,81.88,982.56,661.1,321.46
2024-09-09,Epsilon Hat,South,13,85.57,1112.41,669.11,443.3
2024-09-09,Epsilon Hat,East,6,84.95,509.7,293.84,215.86
2024-09-09,Epsilon Hat,West,4,79.37,317.48,171.4,146.08
2024-09-10,Alpha Shirt,North,25,207.87,5196.75,3156.3,2040.45
2024-09-10,Alpha Shirt,South,20,190.86,3817.2,2263.33,1553.87
2024-09-10,Alpha Shirt,East,20,193.13,3862.6,2371.0,1491.6
2024-09-10,Alpha Shirt,West,22,191.2,4206.4,2550.97,1655.43
2024-09-10,Beta Jeans,North,28,148.77,4165.56,2453.57,1711.99
2024-09-10,Beta Jeans,South,20,137.83,2756.6,1587.84,1168.76
2024-09-10,Beta Jeans,East,26,137.54,3576.04,2126.4,1449.64
2024-09-10,Beta Jeans,West,18,134.59,2422.62,1597.8,824.82
2024-09-10,Gamma Jacket,North,27,167.71,4528.17,2674.02,1854.15
2024-09-10,Gamma Jacket,South,33,185.59,6124.47,3665.31,2459.16
2024-09-10,Gamma Jacket,East,26,181.88,4728.88,2844.52,1884.36
2024-09-10,Gamma Jacket,West,19,178.19,3385.61,1896.7,1488.91
2024-09-10,Delta Shoes,North,19,231.61,4400.59,2447.28,1953.31
2024-09-10,Delta Shoes,South,40,214.77,8590.8,5019.39,3571.41
2024-09-10,Delta Shoes,East,24,220.04,5280.96,3181.04,2099.92
2024-09-10,Delta Shoes,West,24,205.62,4934.88,3031.26,1903.62
2024-09-10,Epsilon Hat,North,9,79.05,711.45,440.01,271.44
2024-09-10,Epsilon Hat,South,10,80.1,801.0,459.91,341.09
2024-09-10,Epsilon Hat,East,14,77.97,1091.58,643.03,448.55
2024-09-10,Epsilon Hat,West,9,85.35,768.15,423.13,345.02
2024-09-11,Alpha Shirt,North,33,192.81,6362.73,3772.9,2589.83
2024-09-11,Alpha Shirt,South,23,204.83,4711.09,2932.18,1778.91
2024-09-11,Alpha Shirt,East,29,187.46,5436.34,3325.61,2110.73
2024-09-11,Alpha Shirt,West,21,197.99,4157.79,2556.98,1600.81
2024-09-11,Beta Jeans,North,19,144.6,2747.4,1529.79,1217.61
2024-09-11,Beta Jeans,South,20,148.26,2965.2,1784.33,1180.87
2024-09-11,Beta Jeans,East,17,145.0,2465.0,1382.13,1082.87
2024-09-11,Beta Jeans,West,18,158.06,2845.08,1663.65,1181.43
2024-09-11,Gamma Jacket,North,29,183.44,5319.76,3506.84,1812.92
2024-09-11,Gamma Jacket,South,26,190.98,4965.48,2761.89,2203.59
2024-09-11,Gamma Jacket,East,29,198.99,5770.71,3548.64,2222.07
2024-09-11,Gamma Jacket,West,34,171.37,5826.58,3530.36,2296.22
2024-09-11,Delta Shoes,North,21,230.55,4841.55,2866.52,1975.03
2024-09-11,Delta Shoes,South,32,220.16,7045.12,4147.12,2898.0
2024-09-11,Delta Shoes,East,28,229.54,6427.12,3828.5,2598.62
2024-09-11,Delta Shoes,West,36,226.28,8146.08,4897.63,3248.45
2024-09-11,Epsilon Hat,North,11,74.32,817.52,454.56,362.96
2024-09-11,Epsilon Hat,South,8,79.14,633.12,391.41,241.71
2024-09-11,Epsilon Hat,East,9,71.15,640.35,392.49,247.86
2024-09-11,Epsilon Hat,West,12,76.73,920.76,560.97,359.79
2024-09-12,Alpha Shirt,North,34,192.55,6546.7,3746.67,2800.03
2024-09-12,Alpha Shirt,South,29,203.35,5897.15,3737.45,2159.7
2024-09-12,Alpha Shirt,East,20,205.18,4103.6,2517.62,1585.98
2024-09-12,Alpha Shirt,West,20,190.21,3804.2,2382.97,1421.23
2024-09-12,Beta Jeans,North,17,139.71,2375.07,1331.09,1043.98
2024-09-12,Beta Jeans,South,19,150.27,2855.13,1682.82,1172.31
2024-09-12,Beta Jeans,East,10,142.06,1420.6,884.74,535.86
2024-09-12,Beta Jeans,West,8,154.89,1239.12,717.28,521.84
2024-09-12,Gamma Jacket,North,25,172.32,4308.0,2547.67,1760.33
2024-09-12,Gamma Jacket,South,28,167.14,4679.92,2708.97,1970.95
2024-09-12,Gamma Jacket,East,20,178.22,3564.4,2007.51,1556.89
2024-09-12,Gamma Jacket,West,25,166.79,4169.75,2371.45,1798.3
2024-09-12,Delta Shoes,North,26,207.9,5405.4,3109.62,2295.78
2024-09-12,Delta Shoes,South,26,227.25,5908.5,3461.27,2447.23
2024-09-12,Delta Shoes,East,25,212.04,5301.0,3163.22,2137.78
2024-09-12,Delta Shoes,West,36,221.96,7990.56,4871.95,3118.61
2024-09-12,Epsilon Hat,North,16,79.95,1279.2,774.2,505.0
2024-09-12,Epsilon Hat,South,8,75.53,604.24,331.96,272.28
2024-09-12,Epsilon Hat,East,15,76.21,1143.15,720.48,422.67
2024-09-12,Epsilon Hat,West,14,70.71,989.94,626.97,362.97
2024-09-13,Alpha Shirt,North,22,199.07,4379.54,2841.46,1538.08
2024-09-13,Alpha Shirt,South,25,206.47,5161.75,3129.52,2032.23
2024-09-13,Alpha Shirt,East,29,188.92,5478.68,3112.43,2366.25
2024-09-13,Alpha Shirt,West,25,193.35,4833.75,2946.63,1887.12
2024-09-13,Beta Jeans,North,16,148.93,2382.88,1529.52,853.36
2024-09-13,Beta Jeans,South,28,158.41,4435.48,2537.55,1897.93
2024-09-13,Beta Jeans,East,21,154.34,3241.14,1815.66,1425.48
2024-09-13,Beta Jeans,West,18,160.45,2888.1,1817.92,1070.18
2024-09-13,Gamma Jacket,North,21,179.93,3778.53,2176.62,1601.91
2024-09-13,Gamma Jacket,South,35,176.26,6169.1,3493.66,2675.44
2024-09-13,Gamma Jacket,East,20,178.69,3573.8,2189.38,1384.42
2024-09-13,Gamma Jacket,West,22,185.29,4076.38,2423.91,1652.47
2024-09-13,Delta Shoes,North,25,214.11,5352.75,3318.09,2034.66
2024-09-13,Delta Shoes,South,33,235.5,7771.5,4258.69,3512.81
2024-09-13,Delta Shoes,East,38,206.2,7835.6,4833.29,3002.31
2024-09-13,Delta Shoes,West,32,249.8,7993.6,4576.53,3417.07
2024-09-13,Epsilon Hat,North,16,82.49,1319.84,806.78,513.06
2024-09-13,Epsilon Hat,South,13,80.33,1044.29,630.59,413.7
2024-09-13,Epsilon Hat,East,11,72.34,795.74,508.21,287.53
2024-09-13,Epsilon Hat,West,8,82.57,660.56,381.64,278.92
2024-09-14,Alpha Shirt,North,32,200.51,6416.32,3840.36,2575.96
2024-09-14,Alpha Shirt,South,21,190.34,3997.14,2337.14,1660.0
2024-09-14,Alpha Shirt,East,37,191.77,7095.49,4418.12,2677.37
2024-09-14,Alpha Shirt,West,29,191.34,5548.86,3665.09,1883.77
2024-09-14,Beta Jeans,North,23,148.71,3420.33,2114.49,1305.84
2024-09-14,Beta Jeans,South,17,147.69,2510.73,1620.77,889.96
2024-09-14,Beta Jeans,East,18,142.6,2566.8,1533.4,1033.4
2024-09-14,Beta Jeans,West,25,159.42,3985.5,2420.5,1565.0
2024-09-14,Gamma Jacket,North,23,186.48,4289.04,2599.69,1689.35
2024-09-14,Gamma Jacket,South,29,176.88,5129.52,3185.25,1944.27
2024-09-14,Gamma Jacket,East,32,194.78,6232.96,3781.74,2451.22
2024-09-14,Gamma Jacket,West,21,171.87,3609.27,1922.91,1686.36
2024-09-14,Delta Shoes,North,32,220.1,7043.2,4513.04,2530.16
2024-09-14,Delta Shoes,South,36,200.64,7223.04,4238.78,2984.26
2024-09-14,Delta Shoes,East,20,236.78,4735.6,2567.18,2168.42
2024-09-14,Delta Shoes,West,35,228.4,7994.0,4705.31,3288.69
2024-09-14,Epsilon Hat,North,13,77.92,1012.96,582.54,430.42
2024-09-14,Epsilon Hat,South,11,78.59,864.49,527.13,337.36
2024-09-14,Epsilon Hat,East,7,80.61,564.27,301.95,262.32
2024-09-14,Epsilon Hat,West,4,76.8,307.2,178.01,129.19
2024-09-15,Alpha Shirt,North,22,201.66,4436.52,2564.28,1872.24
2024-09-15,Alpha Shirt,South,31,207.26,6425.06,4035.28,2389.78
2024-09-15,Alpha Shirt,East,23,202.47,4656.81,2734.72,1922.09
2024-09-15,Alpha Shirt,West,24,216.35,5192.4,2999.68,2192.72
2024-09-15,Beta Jeans,North,16,154.18,2466.88,1505.88,961.0
2024-09-15,Beta Jeans,South,20,156.16,3123.2,1958.2,1165.0
2024-09-15,Beta Jeans,East,19,147.06,2794.14,1651.1,1143.04
2024-09-15,Beta Jeans,West,16,135.4,2166.4,1246.48,919.92
2024-09-15,Gamma Jacket,North,26,178.56,4642.56,2934.45,1708.11
2024-09-15,Gamma Jacket,South,31,186.8,5790.8,3427.04,2363.76
2024-09-15,Gamma Jacket,East,19,182.11,3460.09,2117.62,1342.47
2024-09-15,Gamma Jacket,West,26,185.47,4822.22,2736.74,2085.48
2024-09-15,Delta Shoes,North,33,222.02,7326.66,4882.8,2443.86
2024-09-15,Delta Shoes,South,32,218.95,7006.4,4452.5,2553.9
2024-09-15,Delta Shoes,East,28,244.32,6840.96,4069.03,2771.93
2024-09-15,Delta Shoes,West,29,206.39,5985.31,3704.83,2280.48
2024-09-15,Epsilon Hat,North,6,75.24,451.44,269.88,181.56
2024-09-15,Epsilon Hat,South,10,81.44,814.4,501.23,313.17
2024-09-15,Epsilon Hat,East,13,77.59,1008.67,648.79,359.88
2024-09-15,Epsilon Hat,West,9,85.66,770.94,455.93,315.01
2024-09-16,Alpha Shirt,North,36,211.59,7617.24,4709.69,2907.55
2024-09-16,Alpha Shirt,South,33,204.09,6734.97,4260.23,2474.74
2024-09-16,Alpha Shirt,East,26,191.4,4976.4,3140.92,1835.48
2024-09-16,Alpha Shirt,West,36,203.67,7332.12,4271.34,3060.78
2024-09-16,Beta Jeans,North,17,149.24,2537.08,1564.93,972.15
2024-09-16,Beta Jeans,South,14,142.07,1988.98,1224.76,764.22
2024-09-16,Beta Jeans,East,24,141.57,3397.68,2008.33,1389.35
2024-09-16,Beta Jeans,West,23,144.21,3316.83,2203.3,1113.53
2024-09-16,Gamma Jacket,North,27,188.8,5097.6,3295.89,1801.71
2024-09-16,Gamma Jacket,South,29,175.89,5100.81,3315.8,1785.01
2024-09-16,Gamma Jacket,East,27,173.43,4682.61,2800.79,1881.82
2024-09-16,Gamma Jacket,West,16,174.86,2797.76,1502.42,1295.34
2024-09-16,Delta Shoes,North,28,230.55,6455.4,3804.1,2651.3
2024-09-16,Delta Shoes,South,35,229.17,8020.95,5009.58,3011.37
2024-09-16,Delta Shoes,East,33,239.88,7916.04,5321.0,2595.04
2024-09-16,Delta Shoes,West,28,206.77,5789.56,3578.29,2211.27
2024-09-16,Epsilon Hat,North,10,74.08,740.8,434.33,306.47
2024-09-16,Epsilon Hat,South,6,76.92,461.52,254.63,206.89
2024-09-16,Epsilon Hat,East,8,80.83,646.64,366.45,280.19
2024-09-16,Epsilon Hat,West,12,84.8,1017.6,601.73,415.87
2024-09-17,Alpha Shirt,North,14,207.31,2902.34,1647.87,1254.47
2024-09-17,Alpha Shirt,South,23,204.1,4694.3,2608.07,2086.23
2024-09-17,Alpha Shirt,East,32,195.07,6242.24,3456.72,2785.52
2024-09-17,Alpha Shirt,West,33,187.02,6171.66,3922.78,2248.88
2024-09-17,Beta Jeans,North,21,154.33,3240.93,1956.92,1284.01
2024-09-17,Beta Jeans,South,22,143.84,3164.48,1832.06,1332.42
2024-09-17,Beta Jeans,East,13,158.5,2060.5,1143.6,916.9
2024-09-17,Beta Jeans,West,23,145.66,3350.18,2158.06,1192.12
2024-09-17,Gamma Jacket,North,22,187.37,4122.14,2371.06,1751.08
2024-09-17,Gamma Jacket,South,21,192.15,4035.15,2365.61,1669.54
2024-09-17,Gamma Jacket,East,16,187.8,3004.8,1877.83,1126.97
2024-09-17,Gamma Jacket,West,21,176.74,3711.54,2276.2,1435.34
2024-09-17,Delta Shoes,North,24,223.84,5372.16,3140.95,2231.21
2024-09-17,Delta Shoes,South,30,210.27,6308.1,3557.46,2750.64
2024-09-17,Delta Shoes,East,23,211.0,4853.0,3141.92,1711.08
2024-09-17,Delta Shoes,West,30,228.35,6850.5,4347.96,2502.54
2024-09-17,Epsilon Hat,North,11,81.01,891.11,558.0,333.11
2024-09-17,Epsilon Hat,South,12,80.76,969.12,577.46,391.66
2024-09-17,Epsilon Hat,East,14,78.74,1102.36,704.01,398.35
2024-09-17,Epsilon Hat,West,11,74.84,823.24,444.36,378.88
2024-09-18,Alpha Shirt,North,28,195.15,5464.2,3286.82,2177.38
2024-09-18,Alpha Shirt,South,20,195.12,3902.4,2395.3,1507.1
2024-09-18,Alpha Shirt,East,31,216.68,6717.08,4108.75,2608.33
2024-09-18,Alpha Shirt,West,22,215.4,4738.8,2707.08,2031.72
2024-09-18,Beta Jeans,North,19,152.66,2900.54,1855.58,1044.96
2024-09-18,Beta Jeans,South,25,156.97,3924.25,2452.5,1471.75
2024-09-18,Beta Jeans,East,27,141.5,3820.5,2350.86,1469.64
2024-09-18,Beta Jeans,West,20,155.23,3104.6,1804.57,1300.03
2024-09-18,Gamma Jacket,North,17,166.01,2822.17,1767.53,1054.64
2024-09-18,Gamma Jacket,South,22,181.85,4000.7,2378.53,1622.17
2024-09-18,Gamma Jacket,East,23,181.33,4170.59,2611.37,1559.22
2024-09-18,Gamma Jacket,West,23,172.81,3974.63,2411.36,1563.27
2024-09-18,Delta Shoes,North,40,231.12,9244.8,5642.93,3601.87
2024-09-18,Delta Shoes,South,25,216.51,5412.75,3484.99,1927.76
2024-09-18,Delta Shoes,East,27,211.02,5697.54,3493.27,2204.27
2024-09-18,Delta Shoes,West,35,219.22,7672.7,4307.87,3364.83
2024-09-18,Epsilon Hat,North,8,75.15,601.2,344.87,256.33
2024-09-18,Epsilon Hat,South,9,85.46,769.14,459.1,310.04
2024-09-18,Epsilon Hat,East,8,77.46,619.68,371.92,247.76
2024-09-18,Epsilon Hat,West,6,76.98,461.88,276.98,184.9
2024-09-19,Alpha Shirt,North,25,193.24,4831.0,2704.07,2126.93
2024-09-19,Alpha Shirt,South,20,217.13,4342.6,2415.66,1926.94
2024-09-19,Alpha Shirt,East,36,215.11,7743.96,4180.52,3563.44
2024-09-19,Alpha Shirt,West,26,207.92,5405.92,3022.13,2383.79
2024-09-19,Beta Jeans,North,15,149.24,2238.6,1428.63,809.97
2024-09-19,Beta Jeans,South,18,157.49,2834.82,1801.51,1033.31
2024-09-19,Beta Jeans,East,15,166.21,2493.15,1477.95,1015.2
2024-09-19,Beta Jeans,West,18,158.06,2845.08,1768.36,1076.72
