customer_id,join_date,segment,orders,clv,satisfaction,churn_flag
C03736,2024-09-03,Mid Value,1,123.29,4.76,0
C03737,2024-02-16,Low Value,1,58.24,3.75,0
C03738,2023-02-02,Low Value,1,36.94,3.76,1
C03739,2023-04-24,Mid Value,5,670.2,4.42,0
C03740,2024-07-16,Low Value,1,39.19,2.98,0
C03741,2024-02-17,Low Value,1,43.37,2.77,0
C03742,2023-09-23,Low Value,2,84.62,2.3,0
C03743,2024-10-30,Mid Value,4,607.82,3.79,0
C03744,2024-07-26,Low Value,1,36.34,1.82,0
C03745,2023-03-10,Low Value,2,91.09,4.1,0
C03746,2023-04-03,High Value,6,2075.07,4.25,0
C03747,2024-12-15,Mid Value,5,668.47,4.43,0
C03748,2023-07-26,Mid Value,5,644.12,4.88,0
C03749,2024-08-28,High Value,6,2211.38,3.07,0
C03750,2024-05-21,Low Value,1,64.37,3.31,0
C03751,2024-01-28,Low Value,4,224.13,3.41,1
C03752,2023-05-13,Low Value,2,101.87,3.58,1
C03753,2024-05-19,Low Value,1,65.05,3.68,0
C03754,2024-01-20,Low Value,2,117.69,3.58,0
C03755,2024-06-13,Mid Value,4,581.42,4.8,1
C03756,2023-04-13,Low Value,2,109.49,3.04,0
C03757,2024-10-12,Low Value,1,44.68,3.02,0
C03758,2024-03-29,Mid Value,1,156.44,3.84,1
C03759,2024-04-29,Mid Value,7,890.61,3.82,0
C03760,2023-02-27,Low Value,1,42.89,3.26,0
C03761,2023-02-08,Low Value,1,43.11,4.09,1
C03762,2024-09-25,Low Value,2,107.67,3.99,0
C03763,2023-01-19,Mid Value,2,170.93,3.8,0
C03764,2023-09-01,Mid Value,5,665.55,1.78,0
C03765,2023-12-29,Low Value,3,142.45,2.3,0
C03766,2024-12-04,Low Value,1,57.75,1.62,0
C03767,2024-07-29,Low Value,2,107.72,4.04,0
C03768,2024-03-15,Low Value,4,173.74,3.46,1
C03769,2023-06-20,Low Value,2,98.46,3.47,1
C03770,2024-05-07,Mid Value,4,257.05,4.17,0
C03771,2024-06-03,Low Value,1,40.11,4.56,0
C03772,2024-09-04,Mid Value,2,232.76,3.92,0
C03773,2024-10-18,Mid Value,4,694.78,3.78,0
C03774,2024-07-25,High Value,11,3539.81,4.28,0
C03775,2023-06-28,Mid Value,1,135.84,4.96,0
C03776,2023-03-10,High Value,9,4115.96,4.11,0
C03777,2023-07-03,Mid Value,1,132.07,3.97,0
C03778,2024-09-13,High Value,7,2407.49,4.09,0
C03779,2024-04-20,Mid Value,1,97.29,4.52,0
C03780,2024-04-09,Mid Value,3,220.3,3.39,0
C03781,2023-03-07,Mid Value,4,454.89,3.37,0
C03782,2023-06-11,High Value,5,1705.89,4.01,1
C03783,2023-01-20,High Value,5,2163.4,3.14,0
C03784,2024-09-15,Low Value,1,56.18,4.0,0
C03785,2024-10-17,Low Value,1,27.4,3.88,0
C03786,2024-05-09,Low Value,3,180.59,3.24,1
C03787,2023-04-29,Mid Value,9,866.6,3.9,0
C03788,2024-05-28,Low Value,4,225.85,3.08,0
C03789,2024-08-17,Low Value,1,41.61,3.15,0
C03790,2024-01-02,Low Value,1,53.69,2.68,1
C03791,2023-08-01,Mid Value,4,471.66,4.83,1
C03792,2024-04-04,Mid Value,4,314.9,3.6,0
C03793,2023-03-05,Low Value,2,130.75,3.33,0
C03794,2023-05-01,Low Value,1,62.78,4.02,0
C03795,2023-09-23,Mid Value,5,565.89,3.27,0
C03796,2023-05-03,Low Value,2,95.94,4.22,0
C03797,2023-10-09,High Value,5,1471.14,3.39,0
C03798,2023-04-20,Mid Value,6,675.76,4.11,0
C03799,2024-09-07,High Value,7,2665.85,3.37,1
C03800,2024-10-17,High Value,8,2642.39,3.74,0
C03801,2023-06-14,Low Value,2,127.57,3.44,0
C03802,2024-06-28,Low Value,1,45.65,3.44,1
C03803,2023-04-08,Low Value,1,48.44,3.96,0
C03804,2024-09-26,Mid Value,4,297.73,3.89,0
C03805,2024-09-03,Low Value,1,62.32,2.59,1
C03806,2023-07-23,Low Value,3,133.84,2.82,0
C03807,2023-02-25,Low Value,1,37.33,4.27,1
C03808,2023-03-17,High Value,4,1040.28,4.57,0
C03809,2023-11-27,Mid Value,1,108.41,2.9,1
C03810,2023-09-27,Mid Value,3,423.41,4.65,0
C03811,2023-01-30,Low Value,2,87.1,2.49,0
C03812,2024-10-05,Mid Value,2,195.06,3.34,1
C03813,2024-06-21,Low Value,1,45.22,3.61,0
C03814,2024-10-09,Mid Value,4,523.35,3.83,0
C03815,2024-04-07,Mid Value,4,445.18,3.39,0
C03816,2024-02-03,Mid Value,4,652.87,4.52,0
C03817,2023-05-04,Low Value,2,81.78,4.45,0
C03818,2024-01-12,High Value,5,1781.26,3.38,0
C03819,2024-12-18,Low Value,3,136.87,3.43,0
C03820,2023-07-08,Low Value,1,31.48,3.44,0
C03821,2023-07-06,High Value,4,1103.0,3.63,0
C03822,2024-12-18,High Value,3,1170.67,3.23,0
C03823,2023-05-06,Low Value,3,148.28,3.52,1
C03824,2023-06-03,Low Value,4,125.2,3.91,0
C03825,2023-01-29,Low Value,4,266.55,4.51,1
C03826,2024-09-09,Low Value,4,197.78,4.09,0
C03827,2023-07-31,Mid Value,5,489.41,4.74,1
C03828,2023-08-11,High Value,3,1354.71,3.26,0
C03829,2024-11-15,Low Value,3,150.13,2.97,0
C03830,2023-05-28,Low Value,1,46.31,3.28,1
C03831,2023-07-04,Low Value,5,225.33,3.65,0
C03832,2024-01-06,Mid Value,6,901.56,2.71,1
C03833,2024-06-27,Mid Value,3,343.75,3.82,1
C03834,2024-07-19,Low Value,3,95.89,3.16,1
C03835,2024-10-06,Low Value,1,48.95,3.41,0
C03836,2024-08-08,High Value,11,3356.68,4.98,1
C03837,2024-07-26,Mid Value,3,315.23,4.4,0
C03838,2024-09-18,Mid Value,3,440.73,3.8,0
C03839,2024-04-08,Mid Value,2,261.26,5.0,0
C03840,2024-10-29,Low Value,5,342.74,4.41,0
C03841,2024-12-03,Low Value,2,78.96,3.64,1
C03842,2023-05-18,Mid Value,2,281.77,5.0,0
C03843,2023-08-12,Mid Value,1,70.79,4.13,0
C03844,2023-07-11,Mid Value,4,494.21,4.57,0
C03845,2024-03-13,Low Value,3,185.06,4.05,0
C03846,2024-08-14,Mid Value,2,303.62,4.94,0
C03847,2023-12-15,Mid Value,3,428.24,4.65,0
C03848,2024-11-26,Mid Value,6,792.73,4.2,0
C03849,2024-11-05,Mid Value,3,422.83,4.29,0
C03850,2024-07-14,Low Value,2,110.29,3.26,0
C03851,2023-07-06,High Value,9,3893.67,4.14,0
C03852,2023-07-10,Low Value,1,33.45,3.86,1
C03853,2024-01-26,Low Value,4,227.51,4.03,0
C03854,2023-03-01,Low Value,2,123.06,2.94,1
C03855,2024-07-29,Mid Value,1,128.55,3.73,0
C03856,2024-12-11,High Value,3,868.65,4.73,0
C03857,2024-03-14,Low Value,1,48.9,3.65,0
C03858,2024-12-29,Low Value,1,45.49,3.29,1
C03859,2024-05-20,Low Value,1,56.31,2.87,0
C03860,2024-03-01,Low Value,4,292.59,4.65,0
C03861,2024-07-30,Low Value,2,80.55,2.32,0
C03862,2024-06-01,Mid Value,4,561.48,2.37,0
C03863,2024-12-15,High Value,4,1429.2,4.52,0
C03864,2023-03-05,Low Value,1,41.41,2.85,0
C03865,2024-07-30,Low Value,1,63.23,4.16,0
C03866,2023-01-01,Mid Value,6,664.28,4.47,0
C03867,2024-07-26,Low Value,1,46.45,3.66,0
C03868,2024-03-14,Low Value,1,51.61,3.69,0
C03869,2024-01-14,Mid Value,5,525.22,4.17,0
C03870,2023-05-12,Mid Value,4,457.46,3.14,0
C03871,2024-01-09,High Value,5,1520.48,4.71,0
C03872,2024-02-18,Mid Value,2,213.87,4.0,0
C03873,2023-03-10,Low Value,3,135.44,4.34,1
C03874,2024-12-03,Low Value,3,130.84,3.89,1
C03875,2023-11-10,Low Value,4,231.94,3.3,1
C03876,2023-10-04,Low Value,3,101.68,4.37,0
C03877,2024-07-05,Low Value,2,143.0,3.32,0
C03878,2024-06-15,Low Value,2,130.38,3.76,0
C03879,2024-02-02,Low Value,3,148.87,3.75,0
C03880,2024-12-28,Mid Value,3,434.41,3.52,0
C03881,2024-05-23,Low Value,1,68.85,4.34,0
C03882,2023-01-09,Low Value,2,94.42,3.64,0
C03883,2023-08-28,Low Value,1,45.22,3.95,0
C03884,2023-11-11,Low Value,3,151.9,4.14,1
C03885,2024-09-27,High Value,8,1981.26,3.51,0
C03886,2024-05-31,Low Value,3,146.81,3.16,1
C03887,2024-07-29,Mid Value,6,770.66,3.57,0
C03888,2024-01-11,Low Value,2,89.33,2.36,0
C03889,2023-11-05,Low Value,3,143.16,3.33,0
C03890,2023-12-16,Mid Value,6,912.86,4.05,0
C03891,2024-04-09,High Value,4,1722.38,4.05,0
C03892,2024-01-10,Mid Value,2,178.86,3.02,0
C03893,2023-12-12,High Value,3,796.41,3.55,0
C03894,2023-01-10,Mid Value,2,200.47,4.82,1
C03895,2024-11-24,Mid Value,4,554.78,2.45,0
C03896,2024-04-28,Mid Value,4,407.86,4.2,0
C03897,2024-06-27,Low Value,1,59.68,3.52,0
C03898,2023-09-11,Mid Value,2,220.87,4.5,0
C03899,2023-03-24,Low Value,3,154.53,3.6,1
C03900,2023-07-06,Low Value,1,48.48,3.49,0
C03901,2024-09-27,Low Value,3,182.84,2.95,0
C03902,2024-08-04,Low Value,2,78.65,3.85,0
C03903,2023-05-07,Mid Value,2,189.6,4.34,0
C03904,2023-04-25,Low Value,3,163.47,1.95,0
C03905,2023-07-26,Low Value,3,143.53,3.49,0
C03906,2023-02-28,Low Value,1,55.11,3.88,1
C03907,2024-02-03,Low Value,4,278.37,3.61,0
C03908,2024-09-12,Mid Value,5,453.84,4.5,0
C03909,2024-09-15,Low Value,2,111.99,2.73,0
C03910,2024-01-04,Mid Value,4,376.37,4.68,0
C03911,2024-06-14,Low Value,1,65.88,3.98,0
C03912,2023-05-26,Low Value,1,48.93,2.29,0
C03913,2024-09-24,Mid Value,5,762.74,3.08,0
C03914,2024-09-08,Low Value,1,39.65,3.47,1
C03915,2023-05-02,Low Value,1,54.01,3.44,1
C03916,2024-02-16,Mid Value,3,299.69,3.93,0
C03917,2024-09-13,Low Value,2,102.53,3.38,0
C03918,2023-04-17,Low Value,1,32.7,4.14,0
C03919,2024-10-24,Low Value,3,165.81,3.42,0
C03920,2024-11-22,Low Value,2,80.7,2.69,0
C03921,2023-06-23,Low Value,1,36.21,2.51,0
C03922,2024-01-10,High Value,5,1585.55,4.73,0
C03923,2024-04-02,Low Value,2,125.9,3.3,1
C03924,2024-05-24,Low Value,3,152.2,2.56,0
C03925,2024-11-14,Low Value,2,82.43,2.32,0
C03926,2023-01-21,Mid Value,4,501.09,3.02,0
C03927,2023-04-20,Low Value,2,125.28,3.91,0
C03928,2024-01-06,Low Value,2,108.61,3.12,0
C03929,2024-01-15,Low Value,2,68.83,3.28,0
C03930,2024-04-02,Low Value,4,227.02,3.23,0
C03931,2024-08-18,Low Value,3,183.54,3.2,0
C03932,2024-06-23,Mid Value,1,100.35,3.44,0
C03933,2024-01-28,Low Value,1,47.7,4.27,1
C03934,2023-05-26,Mid Value,4,425.64,3.07,0
C03935,2023-01-06,High Value,3,974.35,3.98,0
C03936,2023-03-28,Low Value,1,50.15,3.49,0
C03937,2023-08-02,High Value,5,1328.04,4.49,0
C03938,2023-08-09,Low Value,1,60.16,4.55,0
C03939,2024-06-29,High Value,4,1692.38,3.9,0
C03940,2023-09-24,Mid Value,6,908.05,3.48,0
C03941,2023-01-07,Mid Value,1,141.7,3.88,0
C03942,2024-06-09,Low Value,4,193.21,3.45,1
C03943,2024-11-12,Low Value,3,90.53,3.68,0
C03944,2024-06-08,Mid Value,5,332.38,4.82,0
C03945,2024-05-08,Low Value,4,216.77,3.22,1
C03946,2023-11-17,Mid Value,3,355.74,4.79,1
C03947,2024-06-21,Low Value,2,122.08,3.52,0
C03948,2023-03-03,Low Value,3,175.1,4.2,1
C03949,2023-04-01,Low Value,3,126.92,3.35,0
C03950,2023-07-03,Low Value,1,52.52,2.7,0
C03951,2024-09-15,Low Value,6,308.44,4.0,0
C03952,2024-01-24,Low Value,2,84.01,2.85,0
C03953,2024-03-30,Mid Value,5,379.86,3.93,1
C03954,2024-03-26,Low Value,3,103.56,3.54,0
C03955,2024-12-24,Mid Value,4,620.82,5.0,0
C03956,2023-01-13,Mid Value,1,129.49,2.81,1
C03957,2024-02-07,Mid Value,1,103.26,2.89,0
C03958,2023-07-09,Low Value,1,40.54,4.23,0
C03959,2023-02-25,High Value,6,1221.96,4.53,0
C03960,2024-02-01,High Value,6,2514.13,3.75,0
C03961,2023-04-14,High Value,7,2660.68,4.09,0
C03962,2023-07-15,Mid Value,4,516.41,4.15,0
C03963,2023-04-25,High Value,4,1421.6,4.23,0
C03964,2024-09-23,Low Value,2,91.2,3.25,0
C03965,2023-04-26,Low Value,1,50.41,2.0,0
C03966,2023-04-27,Mid Value,6,748.39,4.23,0
C03967,2024-09-15,Mid Value,2,300.23,3.81,0
C03968,2023-03-03,Low Value,2,83.03,3.57,0
C03969,2024-06-24,Low Value,1,48.32,3.52,0
C03970,2023-05-06,Low Value,1,50.08,3.85,0
C03971,2024-10-04,Low Value,1,58.12,2.57,1
C03972,2023-05-16,Low Value,2,78.73,3.02,0
C03973,2023-08-22,Low Value,1,33.12,3.67,1
C03974,2024-05-22,High Value,9,4021.12,3.33,0
C03975,2024-09-17,Low Value,1,35.17,4.35,1
C03976,2023-09-13,Mid Value,2,289.66,3.38,0
C03977,2023-02-20,High Value,2,837.42,3.37,0
C03978,2023-07-10,Low Value,3,134.81,3.07,0
C03979,2024-06-11,Mid Value,6,706.36,3.12,0
C03980,2024-03-10,Low Value,2,120.75,3.09,1
C03981,2024-11-24,Mid Value,6,698.26,3.83,0
C03982,2024-04-29,Mid Value,5,431.05,5.0,0
C03983,2023-09-08,Low Value,1,53.77,2.86,1
C03984,2024-10-05,Mid Value,3,347.96,4.25,0
C03985,2024-03-26,Low Value,1,54.14,2.5,0
C03986,2024-06-19,High Value,3,1070.26,5.0,0
C03987,2023-10-05,Low Value,1,46.39,3.36,0
C03988,2023-07-02,Low Value,2,45.97,3.8,0
C03989,2024-06-27,Low Value,2,122.35,3.02,0
C03990,2024-10-25,Low Value,1,61.92,4.17,1
C03991,2024-02-04,Mid Value,2,263.82,4.63,0
C03992,2023-06-10,Low Value,3,139.37,3.01,0
C03993,2024-05-27,Low Value,3,158.28,3.63,0
C03994,2023-11-25,Low Value,2,72.72,3.82,0
C03995,2023-11-04,Low Value,1,40.16,3.23,0
C03996,2023-05-21,High Value,6,2572.43,4.14,0
C03997,2024-06-05,Low Value,3,112.56,3.33,1
C03998,2024-10-23,Low Value,1,52.16,2.92,0
C03999,2024-04-12,Low Value,1,57.31,4.52,0
C04000,2024-02-29,Low Value,2,58.7,3.18,0
C04001,2023-03-29,Low Value,2,112.06,3.82,0
C04002,2024-06-24,Mid Value,2,240.87,3.94,0
C04003,2023-07-24,Low Value,2,102.07,3.32,0
C04004,2024-10-23,Mid Value,2,278.13,3.49,0
C04005,2024-06-10,Low Value,2,90.88,3.26,0
C04006,2024-10-16,High Value,6,1566.43,3.76,0
C04007,2024-05-07,High Value,5,1924.0,3.39,0
C04008,2024-02-25,Low Value,2,109.37,2.24,0
C04009,2024-03-27,High Value,6,1631.93,4.7,0
C04010,2024-03-30,Mid Value,4,305.51,4.35,0
C04011,2023-07-31,Low Value,2,118.7,4.0,0
C04012,2024-11-16,Low Value,2,88.12,3.09,1
C04013,2024-09-06,High Value,9,3940.53,3.29,0
C04014,2023-07-01,High Value,3,1692.11,4.49,0
C04015,2023-06-04,Low Value,1,45.96,4.41,0
C04016,2023-11-24,High Value,5,1491.37,4.26,0
C04017,2024-05-11,Low Value,2,101.4,3.04,0
C04018,2024-06-08,Low Value,1,50.07,3.42,1
C04019,2024-05-22,High Value,7,2125.17,4.35,0
C04020,2024-06-23,Low Value,1,54.29,2.92,1
C04021,2023-03-23,Mid Value,3,291.77,3.73,0
C04022,2023-03-07,Mid Value,3,333.38,3.13,0
C04023,2024-08-25,Mid Value,3,310.83,3.51,0
C04024,2024-01-22,Mid Value,1,166.95,3.99,0
C04025,2024-09-15,High Value,7,2324.37,3.81,0
C04026,2024-05-09,Mid Value,3,410.15,3.07,0
C04027,2024-09-12,Mid Value,7,690.13,3.76,0
C04028,2023-09-23,Mid Value,2,205.46,4.33,1
C04029,2024-12-22,High Value,2,810.39,4.35,0
C04030,2024-09-16,Mid Value,1,143.96,3.77,0
C04031,2023-04-07,High Value,8,2735.1,4.07,0
C04032,2024-02-13,Low Value,1,32.9,3.98,1
C04033,2024-08-02,Mid Value,2,232.34,3.56,0
C04034,2023-08-17,Low Value,1,54.5,2.76,0
C04035,2024-10-24,Low Value,2,118.3,3.04,0
C04036,2023-09-11,Low Value,3,146.89,2.48,0
C04037,2024-06-17,Low Value,3,116.53,3.78,0
C04038,2023-02-14,Mid Value,4,496.86,3.55,0
C04039,2023-08-03,Low Value,3,154.96,4.25,0
C04040,2024-12-28,High Value,4,1479.0,4.05,0
C04041,2023-04-02,Mid Value,3,415.02,3.98,0
C04042,2024-04-01,Low Value,1,51.19,3.72,0
C04043,2023-08-22,Low Value,1,51.52,3.96,0
C04044,2023-12-13,Low Value,1,48.44,3.77,0
C04045,2023-06-15,High Value,3,1468.69,3.81,0
C04046,2024-07-22,Low Value,2,62.54,3.37,1
C04047,2023-05-10,Mid Value,6,663.09,4.11,0
C04048,2024-09-19,Mid Value,6,812.82,3.49,0
C04049,2023-05-02,Mid Value,7,712.66,4.03,1
C04050,2024-12-28,Low Value,2,72.28,3.64,0
C04051,2023-05-28,Mid Value,3,350.78,3.62,0
C04052,2024-02-07,Low Value,4,114.31,4.2,0
C04053,2024-08-30,Mid Value,5,445.9,3.31,0
C04054,2024-11-09,Low Value,1,20.07,3.29,1
C04055,2024-08-06,Mid Value,5,516.97,4.72,0
C04056,2023-12-25,Mid Value,4,474.66,4.08,0
C04057,2023-10-21,Low Value,3,127.41,3.97,0
C04058,2023-06-17,Low Value,3,175.33,3.81,0
C04059,2024-06-05,Low Value,3,133.3,3.43,0
C04060,2023-01-17,High Value,7,3391.07,3.86,0
C04061,2024-09-23,Low Value,3,175.97,4.15,1
C04062,2024-01-01,Mid Value,3,490.25,3.71,0
C04063,2024-05-25,Low Value,1,63.26,3.54,0
C04064,2023-08-28,Low Value,2,154.71,3.99,0
C04065,2023-09-03,Mid Value,3,297.35,3.37,0
C04066,2024-12-19,Low Value,1,28.69,3.08,0
C04067,2023-01-24,Low Value,3,165.11,3.24,0
C04068,2023-09-12,High Value,1,356.1,4.66,0
C04069,2024-07-16,Low Value,1,53.51,4.61,0
C04070,2024-07-09,Mid Value,4,524.49,4.22,0
C04071,2024-12-21,Low Value,4,149.72,3.27,0
C04072,2024-05-14,High Value,7,2377.85,4.01,0
C04073,2024-11-29,Low Value,4,209.5,4.33,0
C04074,2024-01-12,Low Value,1,32.25,3.07,0
C04075,2023-04-04,High Value,3,1103.99,3.13,0
C04076,2024-09-02,Mid Value,3,158.3,3.62,0
C04077,2023-02-22,Low Value,2,119.9,2.99,1
C04078,2023-04-13,Mid Value,6,778.09,4.13,0
C04079,2023-12-14,Mid Value,2,193.72,4.43,0
C04080,2023-01-12,Low Value,2,126.1,3.12,0
C04081,2023-04-01,Mid Value,2,229.39,3.0,0
C04082,2024-05-17,Mid Value,4,453.83,3.93,0
C04083,2024-06-22,Mid Value,3,401.79,4.19,0
C04084,2024-06-09,Low Value,1,32.56,3.55,0
C04085,2023-11-24,Mid Value,8,974.79,3.16,0
C04086,2023-07-11,Mid Value,11,1828.92,3.96,0
C04087,2023-06-12,High Value,7,2421.44,4.81,0
C04088,2023-09-02,Low Value,1,54.56,2.98,0
C04089,2024-09-02,Low Value,2,109.66,3.46,1
C04090,2024-02-22,Mid Value,3,328.77,4.13,0
C04091,2024-01-16,Mid Value,4,381.48,3.03,0
C04092,2023-06-10,Low Value,1,43.44,3.38,1
C04093,2023-04-13,High Value,6,1224.59,3.58,0
C04094,2024-02-05,High Value,3,976.6,3.9,0
C04095,2024-09-13,Low Value,1,57.43,2.83,1
C04096,2023-01-14,Mid Value,6,681.11,3.76,0
C04097,2024-01-10,Mid Value,2,156.47,3.96,0
C04098,2023-11-27,Low Value,4,227.95,4.19,1
C04099,2024-11-08,Mid Value,1,126.5,2.41,0
C04100,2023-09-20,Low Value,3,174.96,3.22,0
C04101,2024-09-13,Mid Value,5,805.72,4.11,0
C04102,2024-06-16,Low Value,4,199.67,4.06,1
C04103,2023-07-13,Mid Value,1,110.13,3.62,0
C04104,2023-06-04,High Value,5,1698.59,4.5,0
C04105,2023-03-04,Mid Value,4,612.81,3.05,0
C04106,2024-09-13,Low Value,2,75.53,4.4,0
C04107,2023-04-16,High Value,4,1059.81,4.08,0
C04108,2023-05-23,Low Value,1,43.07,3.22,1
C04109,2024-12-11,Mid Value,2,183.95,3.01,0
C04110,2024-11-24,Low Value,4,206.3,4.25,1
C04111,2024-01-05,Low Value,2,76.63,3.29,1
C04112,2024-12-10,High Value,11,3584.6,3.8,0
C04113,2024-03-05,Low Value,2,92.11,3.66,0
C04114,2023-09-28,Low Value,2,110.67,2.88,0
C04115,2024-05-27,Mid Value,2,139.08,4.15,0
C04116,2023-04-22,Mid Value,2,317.99,4.57,0
C04117,2024-01-24,Mid Value,1,107.04,3.33,0
C04118,2023-02-23,High Value,5,1480.92,3.92,0
C04119,2023-09-08,Low Value,6,329.26,2.94,0
C04120,2024-09-26,Low Value,1,42.26,4.03,1
C04121,2024-04-29,Low Value,2,94.83,3.51,0
C04122,2024-05-21,Low Value,1,55.08,3.55,0
C04123,2024-11-01,High Value,7,2019.4,4.26,0
C04124,2023-04-25,Mid Value,6,768.06,2.64,0
C04125,2024-06-04,High Value,3,1125.79,3.66,0
C04126,2023-03-31,Mid Value,3,354.33,4.07,1
C04127,2023-05-29,Low Value,1,55.06,2.74,0
C04128,2024-01-29,Mid Value,2,176.32,4.04,0
C04129,2023-03-31,Low Value,1,49.02,3.23,1
C04130,2024-03-24,Mid Value,6,796.42,4.9,0
C04131,2023-05-03,Mid Value,4,318.72,4.0,0
C04132,2023-02-27,High Value,9,3949.26,3.69,0
C04133,2024-07-15,Mid Value,6,842.23,3.43,0
C04134,2024-03-24,Low Value,1,41.77,4.27,0
C04135,2024-11-10,High Value,4,1032.14,4.39,0
C04136,2023-10-22,Low Value,1,50.15,3.19,0
C04137,2024-01-27,Low Value,5,256.54,3.74,0
C04138,2023-12-24,Mid Value,7,1016.55,4.87,0
C04139,2024-01-31,Mid Value,2,228.47,3.87,0
C04140,2023-11-22,Low Value,1,47.79,3.87,0
C04141,2023-11-04,Low Value,1,79.76,3.41,0
C04142,2023-11-05,Mid Value,5,605.63,3.54,0
C04143,2023-07-21,Low Value,2,80.44,4.38,0
C04144,2023-03-10,Mid Value,2,267.09,4.39,0
C04145,2023-12-07,Low Value,2,88.87,3.58,0
C04146,2023-05-14,Mid Value,7,676.89,4.17,0
C04147,2023-08-15,Low Value,4,131.13,4.2,0
C04148,2023-02-27,Low Value,2,81.47,2.84,1
C04149,2023-12-16,Mid Value,2,243.24,4.65,0
C04150,2024-07-05,Low Value,1,35.62,3.26,0
C04151,2024-12-07,Mid Value,2,145.43,2.69,0
C04152,2024-05-11,Mid Value,7,697.02,4.11,0
C04153,2023-03-16,Mid Value,2,222.1,4.53,0
C04154,2024-05-15,Mid Value,6,782.06,3.24,0
C04155,2023-04-05,High Value,7,2931.93,5.0,0
C04156,2024-04-17,Low Value,2,108.88,3.56,1
C04157,2024-06-25,Low Value,1,46.23,3.55,0
C04158,2023-08-09,Low Value,1,56.75,2.9,0
C04159,2023-01-24,Low Value,3,89.23,2.73,1
C04160,2023-04-22,Low Value,2,105.15,3.51,0
C04161,2023-01-14,Mid Value,7,505.96,4.04,0
C04162,2023-01-07,Low Value,2,67.45,3.51,0
C04163,2024-07-05,Low Value,1,44.77,3.55,0
C04164,2023-11-18,High Value,6,1560.74,4.15,0
C04165,2023-01-03,High Value,9,2762.63,4.14,0
C04166,2024-12-04,Low Value,2,80.3,3.0,1
C04167,2023-11-10,Mid Value,4,682.53,3.27,0
C04168,2023-11-22,Mid Value,1,139.25,3.65,0
C04169,2024-08-23,Low Value,2,84.41,2.88,0
C04170,2024-07-01,High Value,4,1710.95,3.65,0
C04171,2023-07-08,High Value,11,4280.82,3.27,1
C04172,2024-03-04,Low Value,1,41.63,3.91,0
C04173,2024-04-02,Low Value,5,238.62,3.05,0
C04174,2023-08-06,Mid Value,3,317.67,3.97,0
C04175,2023-02-08,Low Value,1,51.46,3.32,0
C04176,2023-08-14,Mid Value,3,282.03,4.92,1
C04177,2023-03-05,Low Value,3,144.76,3.6,0
C04178,2024-02-22,High Value,4,1851.18,4.08,0
C04179,2024-07-10,Low Value,1,39.67,3.11,1
C04180,2023-07-23,Low Value,5,206.99,4.12,0
C04181,2024-08-13,Low Value,2,74.02,4.48,0
C04182,2023-04-08,Mid Value,5,475.72,3.86,0
C04183,2023-02-13,Low Value,2,83.57,3.46,0
C04184,2023-02-03,Low Value,2,119.41,4.38,1
C04185,2023-05-30,Low Value,2,95.44,3.08,0
C04186,2024-12-19,Mid Value,4,413.71,3.49,0
C04187,2023-03-17,Low Value,2,79.03,3.54,0
C04188,2024-01-18,Low Value,1,45.51,3.13,0
C04189,2024-06-15,Mid Value,5,498.57,3.76,1
C04190,2023-03-23,Mid Value,6,651.04,5.0,0
C04191,2023-10-28,Mid Value,9,822.42,3.52,0
C04192,2024-10-29,Mid Value,9,1308.19,4.95,0
C04193,2024-11-10,Low Value,4,241.86,3.46,0
C04194,2023-03-29,Low Value,4,227.54,4.05,0
C04195,2024-07-23,Low Value,1,31.61,3.23,0
C04196,2024-08-08,Low Value,1,44.65,4.67,0
C04197,2024-09-05,Mid Value,5,381.64,3.81,1
C04198,2024-10-17,Mid Value,12,1554.92,3.56,1
C04199,2024-10-25,High Value,8,1947.49,5.0,1
C04200,2024-08-29,Low Value,1,50.57,3.88,0
C04201,2024-01-23,Mid Value,8,1237.96,4.02,0
C04202,2024-03-06,Mid Value,6,327.91,3.75,0
C04203,2024-11-06,Mid Value,1,100.44,3.91,0
C04204,2023-02-26,Low Value,1,51.77,3.65,1
C04205,2023-04-12,Mid Value,4,442.37,3.79,0
C04206,2024-06-03,Mid Value,12,1236.33,3.5,0
C04207,2023-11-04,Mid Value,6,794.13,3.77,0
C04208,2023-12-31,Low Value,1,45.68,4.01,0
C04209,2024-03-30,Mid Value,2,149.8,4.69,0
C04210,2024-05-25,Mid Value,1,105.88,4.28,0
C04211,2023-04-21,Low Value,2,90.19,3.13,1
C04212,2024-03-24,Low Value,1,48.35,3.03,1
C04213,2023-10-16,Mid Value,7,799.37,3.16,0
C04214,2023-08-29,Low Value,1,60.65,4.14,1
C04215,2023-12-28,High Value,7,2750.3,3.53,0
C04216,2024-09-14,High Value,6,1625.77,4.08,0
C04217,2023-03-06,High Value,3,956.35,4.15,1
C04218,2024-04-23,High Value,3,1062.9,5.0,0
C04219,2024-12-04,High Value,8,2435.73,3.83,0
C04220,2023-08-05,Low Value,4,143.56,3.95,0
C04221,2023-08-28,Low Value,2,125.4,2.58,0
C04222,2023-12-22,Mid Value,1,123.67,3.12,0
C04223,2024-02-21,Low Value,2,102.78,3.48,1
C04224,2023-02-21,Mid Value,4,523.2,4.36,0
C04225,2023-07-05,Low Value,1,55.37,4.02,0
C04226,2024-05-31,High Value,7,1630.12,3.61,0
C04227,2023-08-24,High Value,5,1805.58,3.83,0
C04228,2024-02-16,Low Value,1,49.63,3.32,0
